className,javaPackage,category,name,internalName,sortingName,heat,damage,rackSize,minimumRange,shortRange,mediumRange,longRange,extremeRange,waterShortRange,waterMediumRange,waterLongRange,waterExtremeRange,tonnage,criticalSlots,bv,cost,shortAV,medAV,longAV,extAV,maxRange,explosionDamage,rulesRefs,techBase,techRating,isIntroYear,clanIntroYear
ISBinaryLaserCannon,megamek.common.weapons.lasers.innerSphere,lasers,Binary Laser (Blazer) Cannon,,,16,12,,,5,10,15,20,3,6,9,12,9.0,4,222,200000,12,12,,,Medium,,"131, TO:AUE",IS,D,2812,
ISBombastLaser,megamek.common.weapons.lasers.innerSphere,lasers,Bombast Laser,,,12,12,,,5,10,15,20,3,6,9,12,7.0,3,137,200000,12,12,,,Medium,,"132, TO:AUE",IS,D,3064,
CLERLaserLarge,megamek.common.weapons.lasers.clan.large,lasers,ER Large Laser,CLERLargeLaser,Laser ER D,12,10,,,8,15,25,37,5,10,16,24,4.0,1,248,200000,10,10,10,10,Extreme,,"226, TM",CLAN,F,,2820
ISERLaserLarge,megamek.common.weapons.lasers.innerSphere.large,lasers,ER Large Laser,ISERLargeLaser,Laser ER D,12,8,,,7,14,19,28,3,9,12,18,5.0,2,163,200000,8,8,8,,Long,,"226, TM",IS,E,2610,
CLERPulseLaserLarge,megamek.common.weapons.lasers.clan.large,lasers,ER Large Pulse Laser,CLERLargePulseLaser,Laser Pulse ER D,13,10,,,7,15,23,34,4,10,16,24,6.0,3,272,400000,10,10,10,,Long,,"132, TO:AUE",CLAN,F,,
CLERLaserMedium,megamek.common.weapons.lasers.clan.medium,lasers,ER Medium Laser,CLERMediumLaser,Laser ER C,5,7,,,5,10,15,20,3,7,10,15,1.0,1,108,80000,7,7,,,Medium,,"226, TM",CLAN,F,,2822
ISERLaserMedium,megamek.common.weapons.lasers.innerSphere.medium,lasers,ER Medium Laser,ISERMediumLaser,Laser ER C,5,5,,,4,8,12,16,3,5,8,12,1.0,1,62,80000,5,5,,,Medium,,"226, TM",IS,E,3052,
CLERPulseLaserMedium,megamek.common.weapons.lasers.clan.medium,lasers,ER Medium Pulse Laser,CLERMediumPulseLaser,Laser Pulse ER C,6,7,,,5,9,14,21,3,6,9,12,2.0,2,117,150000,7,7,,,Medium,,"132, TO:AUE",CLAN,F,,
CLERLaserMicro,megamek.common.weapons.lasers.clan,lasers,ER Micro Laser,CLERMicroLaser,Laser ER A,1,2,,,1,2,4,6,1,2,2,2,0.25,1,7,10000,2,,,,Short,,"226, TM",CLAN,F,,3059
CLERLaserSmall,megamek.common.weapons.lasers.clan.small,lasers,ER Small Laser,CLERSmallLaser,Laser ER B,2,5,,,2,4,6,8,1,2,4,6,0.5,1,31,11250,5,,,,Short,,"226, TM",CLAN,F,,2822
ISERLaserSmall,megamek.common.weapons.lasers.innerSphere.small,lasers,ER Small Laser,ISERSmallLaser,Laser ER B,2,3,,,2,4,5,7,1,2,3,4,0.5,1,17,11250,3,,,,Short,,"226, TM",IS,E,3052,
CLERPulseLaserSmall,megamek.common.weapons.lasers.clan.small,lasers,ER Small Pulse Laser,CLERSmallPulseLaser,Laser Pulse ER B,3,5,,,2,4,6,8,1,2,4,6,1.5,1,36,30000,5,,,,Short,,"132, TO:AUE",CLAN,F,,
CLHeavyLaserLarge,megamek.common.weapons.lasers.clan.large,lasers,Heavy Large Laser,CLHeavyLargeLaser,Laser Heavy D,18,16,,,5,10,15,20,3,6,9,12,4.0,3,244,250000,16,16,,,Medium,,"226, TM",CLAN,F,,3057
CLHeavyLaserMedium,megamek.common.weapons.lasers.clan.medium,lasers,Heavy Medium Laser,CLHeavyMediumLaser,Laser Heavy C,7,10,,,3,6,9,12,2,4,6,8,1.0,2,76,100000,10,,,,Short,,"226, TM",CLAN,F,,3057
CLHeavyLaserSmall,megamek.common.weapons.lasers.clan.small,lasers,Heavy Small Laser,CLHeavySmallLaser,Laser Heavy B,3,6,,,1,2,3,4,1,2,2,2,0.5,1,15,20000,6,,,,Short,,"226, TM",CLAN,F,,3057
CLImprovedHeavyLaserLarge,megamek.common.weapons.lasers.clan.large,lasers,Improved Heavy Large Laser,CLImprovedHeavyLargeLaser,Laser Heavy Imp D,18,16,,,5,10,15,20,3,6,9,12,4.0,3,296,350000,16,16,,,Medium,8,"133, TO:AUE",CLAN,F,,
CLImprovedHeavyLaserMedium,megamek.common.weapons.lasers.clan.medium,lasers,Improved Heavy Medium Laser,CLImprovedMediumHeavyLaser,Laser Heavy Imp C,7,10,,,3,6,9,12,2,4,6,8,1.0,2,93,150000,10,,,,Short,5,"133, TO:AUE",CLAN,F,,
CLImprovedHeavyLaserSmall,megamek.common.weapons.lasers.clan.small,lasers,Improved Heavy Small Laser,CLImprovedSmallHeavyLaser,Laser Heavy Imp B,3,6,,,1,2,3,4,1,2,2,2,0.5,1,19,30000,6,,,,Short,3,"133, TO:AUE",CLAN,F,,
CLImprovedLaserLarge,megamek.common.weapons.lasers.clan.large,lasers,Improved Large Laser,,Laser Imp D,8,8,,,5,10,15,20,3,6,9,12,4.0,1,123,100000,8,8,,,Medium,,"89, IO:AE",CLAN,E,,2812
CLImprovedPulseLaserLarge,megamek.common.weapons.lasers.clan.large,lasers,Improved Large Pulse Laser,ImprovedLargePulseLaser,Laser Pulse Imp D,10,9,,,3,7,10,15,2,5,7,10,6.0,2,119,175000,9,9,,,Medium,,"89, IO:AE",CLAN,E,,2815
CLChemicalLaserLarge,megamek.common.weapons.lasers.clan.large,lasers,Large Chemical Laser,CLLargeChemicalLaser,Chem Laser D,6,8,1,,5,10,15,20,3,6,9,12,5.0,2,99,75000,8,8,,,Medium,,"132, TO:AUE",CLAN,E,,
ISLaserLarge,megamek.common.weapons.lasers.innerSphere.large,lasers,Large Laser,,Laser AA D,8,8,,,5,10,15,20,3,6,9,12,5.0,2,123,100000,8,8,,,Medium,,"227, TM",IS,C,2306,2306
CLPulseLaserLarge,megamek.common.weapons.lasers.clan.large,lasers,Large Pulse Laser,CLLargePulseLaser,Laser Pulse D,10,10,,,6,14,20,30,4,10,14,21,6.0,2,265,175000,10,10,10,,Long,,"226, TM",CLAN,F,,2820
ISPulseLaserLarge,megamek.common.weapons.lasers.innerSphere.large,lasers,Large Pulse Laser,ISLargePulseLaser,Laser Pulse D,10,9,,,3,7,10,15,2,5,7,10,7.0,2,119,175000,9,9,,,Medium,,"226, TM",IS,E,2595,
ISReengineeredLaserLarge,megamek.common.weapons.lasers.innerSphere.large,lasers,Large Re-engineered Laser,,Laser REENG D,9,9,,,5,10,15,20,3,6,9,12,8.0,5,161,250000,9,9,,,Medium,,"83, IO:AE",IS,E,3120,
ISVariableSpeedPulseLaserLarge,megamek.common.weapons.lasers.innerSphere.large,lasers,Large VSP Laser,ISLargeVSPLaser,Laser VSP D,10,,,,4,8,15,22,2,5,9,13,9.0,4,123,465000,10,7,,,Medium,,"133, TO:AUE",IS,E,3070,
ISXPulseLaserLarge,megamek.common.weapons.lasers.innerSphere.large,lasers,Large X-Pulse Laser,ISLargeXPulseLaser,Laser XPULSE D,14,9,,,5,10,15,20,3,6,9,12,7.0,2,178,275000,9,9,,,Medium,,"133, TO:AUE",IS,E,,
ISLBinaryLaserCannon,megamek.common.weapons.lasers.innerSphere,lasers,Light Blazer,,,6,7,,,3,6,9,12,2,4,6,8,1.5,2,65,15000,7,,,,Short,,Gothic,IS,D,2852,
CLChemicalLaserMedium,megamek.common.weapons.lasers.clan.medium,lasers,Medium Chemical Laser,CLMediumChemicalLaser,Chem Laser C,2,5,5,,3,6,9,12,2,4,6,8,1.0,1,37,30000,5,,,,Short,,"132, TO:AUE",CLAN,E,,
ISLaserMedium,megamek.common.weapons.lasers.innerSphere.medium,lasers,Medium Laser,,Laser AA C,3,5,,,3,6,9,12,2,4,6,8,1.0,1,46,40000,5,,,,Short,,"227, TM",IS,C,2290,2290
CLPulseLaserMedium,megamek.common.weapons.lasers.clan.medium,lasers,Medium Pulse Laser,CLMediumPulseLaser,Laser Pulse C,4,7,,,4,8,12,16,3,5,8,12,2.0,1,111,60000,7,7,,,Medium,,"226, TM",CLAN,F,,2825
ISPulseLaserMedium,megamek.common.weapons.lasers.innerSphere.medium,lasers,Medium Pulse Laser,ISMediumPulseLaser,Laser Pulse C,4,6,,,2,4,6,8,2,3,4,6,2.0,1,48,60000,6,,,,Short,,"226, TM",IS,E,2595,
ISReengineeredLaserMedium,megamek.common.weapons.lasers.innerSphere.medium,lasers,Medium Re-engineered Laser,,Laser REENG C,6,6,,,3,6,9,12,2,4,6,8,2.5,2,65,100000,6,,,,Short,,"83, IO:AE",IS,E,3120,
ISVariableSpeedPulseLaserMedium,megamek.common.weapons.lasers.innerSphere.medium,lasers,Medium VSP Laser,ISMediumVSPLaser,Laser VSP C,7,,,,2,5,9,13,1,3,6,9,4.0,2,56,200000,7,,,,Short,,"133, TO:AUE",IS,E,3070,
ISXPulseLaserMedium,megamek.common.weapons.lasers.innerSphere.medium,lasers,Medium X-Pulse Laser,ISMediumXPulseLaser,Laser XPULSE C,6,6,,,3,6,9,12,2,4,6,8,2.0,1,71,110000,6,,,,Short,,"133, TO:AUE",IS,E,,
CLPulseLaserMicro,megamek.common.weapons.lasers.clan,lasers,Micro Pulse Laser,CLMicroPulseLaser,Laser Pulse A,1,3,,,1,2,3,4,1,2,2,2,0.5,1,12,12500,3,,,,Short,,"226, TM",CLAN,F,,3059
ISRISCHyperLaser,megamek.common.weapons.lasers.innerSphere,lasers,RISC Hyper Laser,ISRISCHyperLaser,,24,20,,,8,15,25,37,5,10,18,27,8.0,6,596,750000,20,20,20,20,Extreme,10,"87, IO:AE",IS,F,3134,
CLChemicalLaserSmall,megamek.common.weapons.lasers.clan.small,lasers,Small Chemical Laser,CLSmallChemicalLaser,Chem Laser B,1,3,3,,1,2,3,4,1,2,2,2,0.5,1,7,10000,3,,,,Short,,"132, TO:AUE",CLAN,E,,
ISLaserSmall,megamek.common.weapons.lasers.innerSphere.small,lasers,Small Laser,,Laser AA B,1,3,,,1,2,3,4,1,2,2,2,0.5,1,9,11250,3,,,,Short,,"227, TM",IS,C,2290,2290
CLPulseLaserSmall,megamek.common.weapons.lasers.clan.small,lasers,Small Pulse Laser,CLSmallPulseLaser,Laser Pulse B,2,3,,,2,4,6,8,1,2,4,6,1.0,1,24,16000,3,,,,Short,,"226, TM",CLAN,F,,2825
ISPulseLaserSmall,megamek.common.weapons.lasers.innerSphere.small,lasers,Small Pulse Laser,ISSmallPulseLaser,Laser Pulse B,2,3,,,1,2,3,4,1,2,2,2,1.0,1,12,16000,3,,,,Short,,"226, TM",IS,E,2595,
ISReengineeredLaserSmall,megamek.common.weapons.lasers.innerSphere.small,lasers,Small Re-engineered Laser,,Laser REENG B,4,4,,,1,2,3,4,1,2,2,2,1.5,1,14,25000,4,,,,Short,,"83, IO:AE",IS,E,3120,
ISVariableSpeedPulseLaserSmall,megamek.common.weapons.lasers.innerSphere.small,lasers,Small VSP Laser,ISSmallVSPLaser,Laser VSP B,3,,,,2,4,6,8,1,2,3,4,2.0,1,22,60000,4,,,,Short,,"133, TO:AUE",IS,E,3070,
ISXPulseLaserSmall,megamek.common.weapons.lasers.innerSphere.small,lasers,Small X-Pulse Laser,ISSmallXPulseLaser,Laser XPULSE B,3,3,,,2,4,5,7,1,2,3,4,1.0,1,21,31000,3,,,,Short,,"133, TO:AUE",IS,E,,
ISEnhancedLRM10,megamek.common.weapons.lrms.innerSphere.enhancedLRM,lrms,Enhanced LRM 10,,,4,,10,3,7,14,21,28,,,,,6.0,4,104,125000,6,6,6,,Long,,"138, TO:AUE",IS,E,3058,
ISEnhancedLRM15,megamek.common.weapons.lrms.innerSphere.enhancedLRM,lrms,Enhanced LRM 15,,,5,,15,3,7,14,21,28,,,,,9.0,6,157,218750,9,9,9,,Long,,"138, TO:AUE",IS,E,3058,
ISEnhancedLRM20,megamek.common.weapons.lrms.innerSphere.enhancedLRM,lrms,Enhanced LRM 20,,,6,,20,3,7,14,21,28,,,,,12.0,9,210,312500,12,12,12,,Long,,"138, TO:AUE",IS,E,3058,
ISEnhancedLRM5,megamek.common.weapons.lrms.innerSphere.enhancedLRM,lrms,Enhanced LRM 5,,,2,,5,3,7,14,21,28,,,,,3.0,2,52,37500,3,3,3,,Long,,"138, TO:AUE",IS,E,3058,
ISEnhancedLRT10,megamek.common.weapons.lrms.innerSphere.torpedo,lrms,Enhanced LRT 10,,,4,,10,,,,,,,,,,6.0,4,104,125000,6,6,6,,,,,,,,
ISEnhancedLRT15,megamek.common.weapons.lrms.innerSphere.torpedo,lrms,Enhanced LRT 15,,,5,,15,,,,,,,,,,9.0,6,157,218750,9,9,9,,,,,,,,
ISEnhancedLRT20,megamek.common.weapons.lrms.innerSphere.torpedo,lrms,Enhanced LRT 20,,,6,,20,,,,,,,,,,12.0,9,210,312500,12,12,12,,,,,,,,
ISEnhancedLRT5,megamek.common.weapons.lrms.innerSphere.torpedo,lrms,Enhanced LRT 5,,,2,,5,,,,,,,,,,3.0,2,52,37500,3,3,3,,,,,,,,
ISExtendedLRM10,megamek.common.weapons.lrms.innerSphere.enhancedLRM,lrms,Extended LRM 10,,,6,,10,,,,,,,,,,8.0,4,133,200000,6,6,6,6,,,"139, TO:AUE",IS,E,,
ISExtendedLRM15,megamek.common.weapons.lrms.innerSphere.enhancedLRM,lrms,Extended LRM 15,,,8,,15,,,,,,,,,,12.0,6,200,350000,9,9,9,9,,,"139, TO:AUE",IS,E,,
ISExtendedLRM20,megamek.common.weapons.lrms.innerSphere.enhancedLRM,lrms,Extended LRM 20,,,10,,20,,,,,,,,,,18.0,8,268,500000,12,12,12,12,,,"139, TO:AUE",IS,E,,
ISExtendedLRM5,megamek.common.weapons.lrms.innerSphere.enhancedLRM,lrms,Extended LRM 5,,,3,,5,,,,,,,,,,6.0,1,67,60000,3,3,3,3,,,"139, TO:AUE",IS,E,,
CLImprovedLRM10,megamek.common.weapons.lrms.clan.improvedLRM,lrms,Improved LRM 10,,,4,,10,6,,,,,,,,,2.5,1,90,100000,6,6,6,,Long,,"90, IO:AE",CLAN,F,,2815
CLImprovedLRM15,megamek.common.weapons.lrms.clan.improvedLRM,lrms,Improved LRM 15,,,5,,15,6,,,,,,,,,3.5,2,136,175000,9,9,9,,Long,,"90, IO:AE",CLAN,F,,2815
CLImprovedLRM20,megamek.common.weapons.lrms.clan.improvedLRM,lrms,Improved LRM 20,,,6,,20,6,,,,,,,,,5.0,4,181,250000,12,12,12,,Long,,"90, IO:AE",CLAN,F,,2815
CLImprovedLRM5,megamek.common.weapons.lrms.clan.improvedLRM,lrms,Improved LRM 5,,,2,,5,6,,,,,,,,,1.0,1,45,30000,3,3,3,,Long,,"90, IO:AE",CLAN,F,,2815
CLLRM1,megamek.common.weapons.lrms.clan,lrms,LRM 1,CLLRM1,,0,,1,,,,,,,,,,0.4,0,17,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM1OS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 1,CLLRM1OS,,0,,1,,,,,,,,,,0.4,0,3,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM10,megamek.common.weapons.lrms.clan,lrms,LRM 10,CLLRM10,,4,,10,,,,,,,,,,2.5,1,109,100000,6,6,6,,Long,,"229, TM",CLAN,F,,2820
ISLRM10,megamek.common.weapons.lrms.innerSphere,lrms,LRM 10,,,4,,10,6,,,,,,,,,5.0,2,90,100000,6,6,6,,Long,,"229, TM",ALL,C,2295,2295
CLLRM10IOS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 10 (I-OS),CLLRM10 (IOS),,4,,10,,,,,,,,,,2.0,1,22,80000,6,6,6,,Long,,"139, TO:AUE",CLAN,B,,3058
ISLRM10IOS,megamek.common.weapons.lrms.innerSphere.oneShot,lrms,LRM 10 (I-OS),,,4,,10,6,,,,,,,,,4.5,2,18,80000,6,6,6,,Long,,"139, TO:AUE",IS,B,3056,
CLLRM10OS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 10 (OS),CLLRM10 (OS),,4,,10,,,,,,,,,,3.0,1,22,50000,6,6,6,,Long,,"228, TM",CLAN,F,,2820
ISLRM10OS,megamek.common.weapons.lrms.innerSphere.oneShot,lrms,LRM 10 (OS),,,4,,10,6,,,,,,,,,5.5,2,18,50000,6,6,6,,Long,,"230, TM",ALL,C,2665,2665
CLLRM11,megamek.common.weapons.lrms.clan,lrms,LRM 11,CLLRM11,,0,,11,,,,,,,,,,2.2,0,139,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM12,megamek.common.weapons.lrms.clan,lrms,LRM 12,CLLRM12,,0,,12,,,,,,,,,,2.4,0,141,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM13,megamek.common.weapons.lrms.clan,lrms,LRM 13,CLLRM13,,0,,13,,,,,,,,,,2.6,0,161,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM14,megamek.common.weapons.lrms.clan,lrms,LRM 14,CLLRM14,,0,,14,,,,,,,,,,2.8,0,163,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM15,megamek.common.weapons.lrms.clan,lrms,LRM 15,CLLRM15,,5,,15,,,,,,,,,,3.5,2,164,175000,9,9,9,,Long,,"229, TM",CLAN,F,,2820
ISLRM15,megamek.common.weapons.lrms.innerSphere,lrms,LRM 15,,,5,,15,6,,,,,,,,,7.0,3,136,175000,9,9,9,,Long,,"229, TM",ALL,C,2295,2295
CLLRM15IOS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 15 (I-OS),CLLRM15 (IOS),,5,,15,,,,,,,,,,3.0,2,33,140000,9,9,9,,Long,,"139, TO:AUE",CLAN,B,,3058
ISLRM15IOS,megamek.common.weapons.lrms.innerSphere.oneShot,lrms,LRM 15 (I-OS),,,5,,15,6,,,,,,,,,6.5,3,27,140000,9,9,9,,Long,,"139, TO:AUE",IS,B,3056,
CLLRM15OS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 15 (OS),CLLRM15 (OS),,5,,15,,,,,,,,,,4.0,2,33,87500,9,9,9,,Long,,"228, TM",CLAN,F,,2820
ISLRM15OS,megamek.common.weapons.lrms.innerSphere.oneShot,lrms,LRM 15 (OS),,,5,,15,6,,,,,,,,,7.5,3,27,87500,9,9,9,,Long,,"230, TM",ALL,C,2665,2665
CLLRM16,megamek.common.weapons.lrms.clan,lrms,LRM 16,CLLRM16,,0,,16,,,,,,,,,,3.2,0,214,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM17,megamek.common.weapons.lrms.clan,lrms,LRM 17,CLLRM17,,0,,17,,,,,,,,,,3.4,0,215,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM18,megamek.common.weapons.lrms.clan,lrms,LRM 18,CLLRM18,,0,,18,,,,,,,,,,3.6,0,217,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM19,megamek.common.weapons.lrms.clan,lrms,LRM 19,CLLRM19,,0,,19,,,,,,,,,,3.8,0,218,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM2,megamek.common.weapons.lrms.clan,lrms,LRM 2,CLLRM2,,0,,2,,,,,,,,,,0.4,0,24,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM2OS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 2 (OS),CLLRM2OS,,0,,2,,,,,,,,,,0.4,0,5,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM20,megamek.common.weapons.lrms.clan,lrms,LRM 20,CLLRM20,,6,,20,,,,,,,,,,5.0,4,220,250000,12,12,12,,Long,,"229, TM",CLAN,F,,2820
ISLRM20,megamek.common.weapons.lrms.innerSphere,lrms,LRM 20,,,6,,20,6,,,,,,,,,10.0,5,181,250000,12,12,12,,Long,,"229, TM",ALL,C,2295,2295
CLLRM20IOS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 20 (I-OS),CLLRM20 (IOS),,6,,20,,,,,,,,,,4.5,4,44,200000,12,12,12,,Long,,"139, TO:AUE",CLAN,B,,3058
ISLRM20IOS,megamek.common.weapons.lrms.innerSphere.oneShot,lrms,LRM 20 (I-OS),,,6,,20,6,,,,,,,,,9.5,5,36,200000,12,12,12,,Long,,"139, TO:AUE",IS,B,3056,
CLLRM20OS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 20 (OS),CLLRM20 (OS),,6,,20,,,,,,,,,,5.5,4,44,125000,12,12,12,,Long,,"228, TM",CLAN,F,,2820
ISLRM20OS,megamek.common.weapons.lrms.innerSphere.oneShot,lrms,LRM 20 (OS),,,6,,20,6,,,,,,,,,10.5,5,36,125000,12,12,12,,Long,,"230, TM",ALL,C,2665,2665
CLLRM3,megamek.common.weapons.lrms.clan,lrms,LRM 3,CLLRM3,,0,,3,,,,,,,,,,0.6,0,34,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM3OS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 3 (OS),CLLRM3OS,,0,,3,,,,,,,,,,0.6,0,7,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM4,megamek.common.weapons.lrms.clan,lrms,LRM 4,CLLRM4,,0,,4,,,,,,,,,,0.8,0,46,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM4OS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 4 (OS),CLLRM4OS,,0,,4,,,,,,,,,,0.8,0,9,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM5,megamek.common.weapons.lrms.clan,lrms,LRM 5,CLLRM5,,2,,5,,,,,,,,,,1.0,1,55,30000,3,3,3,,Long,,"229, TM",CLAN,F,,2820
ISLRM5,megamek.common.weapons.lrms.innerSphere,lrms,LRM 5,,,2,,5,6,,,,,,,,,2.0,1,45,30000,3,3,3,,Long,,"229, TM",ALL,C,2295,2295
CLLRM5IOS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 5 (I-OS),CLLRM5 (IOS),,2,,5,,,,,,,,,,0.5,1,11,24000,3,3,3,,Long,,"139, TO:AUE",CLAN,B,,3058
ISLRM5IOS,megamek.common.weapons.lrms.innerSphere.oneShot,lrms,LRM 5 (I-OS),,,2,,5,6,,,,,,,,,1.5,1,9,24000,3,3,3,,Long,,"139, TO:AUE",IS,B,3056,
CLLRM5OS,megamek.common.weapons.lrms.clan.oneShot,lrms,LRM 5 (OS),CLLRM5 (OS),,2,,5,,,,,,,,,,1.5,1,11,15000,3,3,3,,Long,,"228, TM",CLAN,F,,2820
ISLRM5OS,megamek.common.weapons.lrms.innerSphere.oneShot,lrms,LRM 5 (OS),,,2,,5,6,,,,,,,,,2.5,1,9,15000,3,3,3,,Long,,"230, TM",ALL,C,2665,2665
CLLRM6,megamek.common.weapons.lrms.clan,lrms,LRM 6,CLLRM6,,0,,6,,,,,,,,,,1.2,0,69,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM7,megamek.common.weapons.lrms.clan,lrms,LRM 7,CLLRM7,,0,,7,,,,,,,,,,1.4,0,82,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM8,megamek.common.weapons.lrms.clan,lrms,LRM 8,CLLRM8,,0,,8,,,,,,,,,,1.6,0,93,,,,,,,,"231, TM",CLAN,F,,3055
CLLRM9,megamek.common.weapons.lrms.clan,lrms,LRM 9,CLLRM9,,0,,9,,,,,,,,,,1.8,0,95,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT1,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 1,CLLRTorpedo1,,0,,1,,,,,,7,14,21,28,0.2,0,17,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT10,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 10,CLLRTorpedo10,,4,,10,,,,,,7,14,21,28,2.5,1,109,100000,,,,,,,"230, TM",CLAN,C,,2820
ISLRT10,megamek.common.weapons.lrms.innerSphere.torpedo,lrms,LRT 10,,,4,,10,6,,,,,7,14,21,28,5.0,2,90,100000,,,,,,,"230, TM",IS,C,2370,
CLLRT10IOS,megamek.common.weapons.lrms.clan.torpedo.oneShot,lrms,LRT 10 (I-OS),CLLRTorpedo10 (IOS),,4,,10,,,,,,7,14,21,28,2.0,1,22,80000,,,,,,,"139, TO:AUE",CLAN,B,,3058
ISLRT10IOS,megamek.common.weapons.lrms.innerSphere.torpedo.oneShot,lrms,LRT 10 (I-OS),,,4,,10,6,,,,,7,14,21,28,4.5,2,18,80000,,,,,,,"139, TO:AUE",IS,B,3056,
CLLRT10OS,megamek.common.weapons.lrms.clan.torpedo.oneShot,lrms,LRT 10 (OS),CLLRTorpedo10 (OS),,4,,10,,,,,,7,14,21,28,3.0,1,22,50000,,,,,,,"230, TM",CLAN,C,,2820
ISLRT10OS,megamek.common.weapons.lrms.innerSphere.torpedo.oneShot,lrms,LRT 10 (OS),,,4,,10,6,,,,,7,14,21,28,5.5,2,18,50000,,,,,,,"230, TM",IS,C,2665,
CLLRT11,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 11,CLLRTorpedo11,,0,,11,,,,,,7,14,21,28,2.2,0,139,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT12,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 12,CLLRTorpedo12,,0,,12,,,,,,7,14,21,28,2.4,0,141,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT13,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 13,CLLRTorpedo13,,0,,13,,,,,,7,14,21,28,2.6,0,161,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT14,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 14,CLLRTorpedo14,,0,,14,,,,,,7,14,21,28,2.8,0,163,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT15,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 15,CLLRTorpedo15,,5,,15,,,,,,7,14,21,28,3.5,2,164,175000,,,,,,,"230, TM",CLAN,C,,2820
ISLRT15,megamek.common.weapons.lrms.innerSphere.torpedo,lrms,LRT 15,,,5,,15,6,,,,,7,14,21,28,7.0,3,136,175000,,,,,,,"230, TM",IS,C,2370,
CLLRT15IOS,megamek.common.weapons.lrms.clan.torpedo.oneShot,lrms,LRT 15 (I-OS),CLLRTorpedo15 (IOS),,5,,15,,,,,,7,14,21,28,3.0,2,33,140000,,,,,,,"139, TO:AUE",CLAN,B,,3058
ISLRT15IOS,megamek.common.weapons.lrms.innerSphere.torpedo.oneShot,lrms,LRT 15 (I-OS),,,5,,15,6,,,,,7,14,21,28,6.5,3,27,140000,,,,,,,"139, TO:AUE",IS,B,3056,
CLLRT15OS,megamek.common.weapons.lrms.clan.torpedo.oneShot,lrms,LRT 15 (OS),CLLRTorpedo15 (OS),,5,,15,,,,,,7,14,21,28,4.0,2,33,87500,,,,,,,"230, TM",CLAN,C,,2820
ISLRT15OS,megamek.common.weapons.lrms.innerSphere.torpedo.oneShot,lrms,LRT 15 (OS),,,5,,15,6,,,,,7,14,21,28,7.5,3,27,87500,,,,,,,"230, TM",IS,C,2665,
CLLRT16,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 16,CLLRTorpedo16,,0,,16,,,,,,7,14,21,28,3.2,0,214,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT17,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 17,CLLRTorpedo17,,0,,17,,,,,,7,14,21,28,3.4,0,215,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT18,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 18,CLLRTorpedo18,,0,,18,,,,,,7,14,21,28,3.6,0,217,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT19,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 19,CLLRTorpedo19,,0,,19,,,,,,7,14,21,28,3.8,0,218,,,,,,,,"231, TM",CLAN,F,,3055
